City,Location,lat,lon,pollutant,source,unit,value,time,country
Oslo,Brynbanen,59.915600000000005,10.82517,NO2,Norway,µg/m³,28.089773,2024-03-21T03:30:00+05:30,Norway
Oslo,Langkaia,59.908256,10.749474,PM2.5,Norway,µg/m³,7.707419,2024-03-21T03:30:00+05:30,Norway
Grenland,Lensmannsdalen,59.1593,9.63573,PM2.5,Norway,µg/m³,7.7,2024-03-21T03:30:00+05:30,Norway
Lillehammer,Lillehammer barnehage,61.12087,10.46563,NO2,Norway,µg/m³,17.891622,2024-03-21T03:30:00+05:30,Norway
Trondheim,Elgeseter,63.419239,10.395945,PM2.5,Norway,µg/m³,3.901098,2024-03-21T03:30:00+05:30,Norway
Oslo,Bygdøy Alle,59.9193, 10.696509999999998,PM2.5,Norway,µg/m³,7.2,2024-03-21T03:30:00+05:30,Norway
Oslo,Sofienbergparken,59.92305,10.76574,NO2,Norway,µg/m³,14.366624,2024-03-21T03:30:00+05:30,Norway
Tustervatn,Tustervatn,65.83089,13.90655,O3,Norway,µg/m³,94.2,2024-03-21T03:30:00+05:30,Norway
Stavanger,Kannik,58.96421999999999,5.72786,NO2,Norway,µg/m³,56.908142,2024-03-21T03:30:00+05:30,Norway
Oslo,Smestad,59.9325, 10.669869999999998,PM2.5,Norway,µg/m³,11.353398,2024-03-21T03:30:00+05:30,Norway
Oslo,Vahl skole,59.9169444,10.766,PM2.5,Norway,µg/m³,10.4,2024-03-21T03:30:00+05:30,Norway
Sarpsborg,Alvim,59.27377544,11.08919017,NO2,Norway,µg/m³,18.03642,2024-03-21T03:30:00+05:30,Norway
Grenland,Haukenes,59.20243,9.4871,O3,Norway,µg/m³,16.6,2024-03-21T03:30:00+05:30,Norway
Drammen,Vårveien,59.753618,10.144397,PM2.5,Norway,µg/m³,8.4,2024-03-21T03:30:00+05:30,Norway
Trondheim,Åsveien skole,63.415358,10.368372,NO2,Norway,µg/m³,16.67933,2024-03-21T03:30:00+05:30,Norway
Trondheim,Elgeseter,63.419239,10.395945,NO2,Norway,µg/m³,19.060874,2024-03-21T03:30:00+05:30,Norway
Tromsø,Hansjordnesbukta,69.65625,18.96372,NO2,Norway,µg/m³,11.517659,2024-03-21T03:30:00+05:30,Norway
Bergen,Rådal,60.29426800000001,5.324619,PM2.5,Norway,µg/m³,7.702558,2024-03-21T03:30:00+05:30,Norway
Grenland,Knarrdalstranda,59.13354,9.6219,PM2.5,Norway,µg/m³,19.209564,2024-03-21T03:30:00+05:30,Norway
Birkenes,Birkenesobservatoriet,58.38846,8.2519,O3,Norway,µg/m³,78.8,2024-03-21T03:30:00+05:30,Norway
Lillehammer,Bankplassen,61.11294999999999,10.46487,PM2.5,Norway,µg/m³,10.123611,2024-03-21T03:30:00+05:30,Norway
Lørenskog,Solheim,59.92861200000001,10.953203,NO2,Norway,µg/m³,45.592251,2024-03-21T03:30:00+05:30,Norway
Oslo,Hjortnes,59.91126,10.70398,NO2,Norway,µg/m³,9.207518,2024-03-21T03:30:00+05:30,Norway
Lillehammer,Lillehammer barnehage,61.12087,10.46563,PM2.5,Norway,µg/m³,6.449444,2024-03-21T03:30:00+05:30,Norway
Grenland,Lensmannsdalen,59.1593,9.63573,NO2,Norway,µg/m³,19.401414,2024-03-21T03:30:00+05:30,Norway
Narvik,Kongens gate,68.4354123,17.4249127,PM2.5,Norway,µg/m³,6.138289,2024-03-21T03:30:00+05:30,Norway
Bergen,Danmarks plass,60.37408, 5.340419999999999,PM2.5,Norway,µg/m³,11.346542,2024-03-21T03:30:00+05:30,Norway
Stavanger,Vågen,58.97264885, 5.726497860934361,PM2.5,Norway,µg/m³,8.595,2024-03-21T03:30:00+05:30,Norway
Fredrikstad,St.Croix,59.21028,10.94535,NO2,Norway,µg/m³,15.743963,2024-03-21T03:30:00+05:30,Norway
Oslo,Skøyen,59.91975,10.68973,PM2.5,Norway,µg/m³,7.632833,2024-03-21T03:30:00+05:30,Norway
Oslo,E6 Alna senter,59.92556,10.850367,NO2,Norway,µg/m³,35.683642,2024-03-21T03:30:00+05:30,Norway
Hamar,Vangsvegen-Disen,60.796459, 11.096757000000002,PM2.5,Norway,µg/m³,21.787725,2024-03-21T03:30:00+05:30,Norway
Bergen,Loddefjord,60.361135,5.23686,PM2.5,Norway,µg/m³,7.6211,2024-03-21T03:30:00+05:30,Norway
Trondheim,Omkjøringsvegen,63.410491,10.444352,PM2.5,Norway,µg/m³,1.539333,2024-03-21T03:30:00+05:30,Norway
Oslo,E6 Alna senter,59.92556,10.850367,PM2.5,Norway,µg/m³,15.351421,2024-03-21T03:30:00+05:30,Norway
Lillehammer,Bankplassen,61.11294999999999,10.46487,NO2,Norway,µg/m³,50.549988,2024-03-21T03:30:00+05:30,Norway
Oslo,Brynbanen,59.915600000000005,10.82517,PM2.5,Norway,µg/m³,10.260603,2024-03-21T03:30:00+05:30,Norway
Oslo,Sofienbergparken,59.92305,10.76574,O3,Norway,µg/m³,31.992889,2024-03-21T03:30:00+05:30,Norway
Oslo,Manglerud,59.89864,10.8149,PM2.5,Norway,µg/m³,12.4,2024-03-21T03:30:00+05:30,Norway
Kårvatn,Kårvatn,62.78246,8.87658,O3,Norway,µg/m³,52.4,2024-03-21T03:30:00+05:30,Norway
Oslo,Ring 3 Økern,59.92845400000001, 10.801863000000003,NO2,Norway,µg/m³,30.416409,2024-03-21T03:30:00+05:30,Norway
Stavanger,Våland,58.96165,5.7314,PM2.5,Norway,µg/m³,18.085869,2024-03-21T03:30:00+05:30,Norway
Trondheim,E6-Tiller,63.35761,10.37174,NO2,Norway,µg/m³,25.270053,2024-03-21T03:30:00+05:30,Norway
Grenland,Knarrdalstranda,59.13354,9.6219,NO2,Norway,µg/m³,12.823621,2024-03-21T03:30:00+05:30,Norway
Elverum,Leiret,60.88364255,11.55930063,NO2,Norway,µg/m³,27.82889,2024-03-21T03:30:00+05:30,Norway
Stavanger,Vågen,58.97264885, 5.726497860934361,NO2,Norway,µg/m³,18.509299,2024-03-21T03:30:00+05:30,Norway
Lørenskog,Solheim,59.92861200000001,10.953203,PM2.5,Norway,µg/m³,13.027222,2024-03-21T03:30:00+05:30,Norway
Elverum,Leiret,60.88364255,11.55930063,PM2.5,Norway,µg/m³,17.356089,2024-03-21T03:30:00+05:30,Norway
Drammen,Backeparken,59.749526,10.165301,PM2.5,Norway,µg/m³,8.7,2024-03-21T03:30:00+05:30,Norway
Oslo,Alnabru,59.927690000000005,10.84655,PM2.5,Norway,µg/m³,10.038285,2024-03-21T03:30:00+05:30,Norway
Oslo,Alnabru,59.927690000000005,10.84655,NO2,Norway,µg/m³,34.907348,2024-03-21T03:30:00+05:30,Norway
Stavanger,Schancheholen,58.951877,5.721875,PM2.5,Norway,µg/m³,10.157889,2024-03-21T03:30:00+05:30,Norway
Oslo,Ring 3 Økern,59.92845400000001, 10.801863000000003,PM2.5,Norway,µg/m³,9.775319,2024-03-21T03:30:00+05:30,Norway
Bergen,Klosterhaugen,60.395929,5.312674,PM2.5,Norway,µg/m³,9.030478,2024-03-21T03:30:00+05:30,Norway
Zeppelinfjellet,Zeppelinfjellet,78.90669,11.88899,O3,Norway,µg/m³,84.4,2024-03-21T03:30:00+05:30,Norway
Sarpsborg,Alvim,59.27377544,11.08919017,PM2.5,Norway,µg/m³,7.539722,2024-03-21T03:30:00+05:30,Norway
Brumunddal,Ringsakervegen,60.88593,10.93785,PM2.5,Norway,µg/m³,22.4,2024-03-21T03:30:00+05:30,Norway
Bergen,Loddefjord,60.361135,5.23686,NO2,Norway,µg/m³,48.6257,2024-03-21T03:30:00+05:30,Norway
Stavanger,Kannik,58.96421999999999,5.72786,PM2.5,Norway,µg/m³,25.901528,2024-03-21T03:30:00+05:30,Norway
Bærum,Bærum Golfklubb,59.96018,10.49023,O3,Norway,µg/m³,11.48,2024-03-21T03:30:00+05:30,Norway
Oslo,Spikersuppa,59.914051,10.735978,PM2.5,Norway,µg/m³,8.913889,2024-03-21T03:30:00+05:30,Norway
Oslo,Sofienbergparken,59.92305,10.76574,PM2.5,Norway,µg/m³,13.225856,2024-03-21T03:30:00+05:30,Norway
Bærum,Bekkestua,59.91822,10.58393,NO2,Norway,µg/m³,14.289536,2024-03-21T03:30:00+05:30,Norway
Bodø,Olav V gate,67.275501,14.419057,PM2.5,Norway,µg/m³,4.3067,2024-03-21T03:30:00+05:30,Norway
Oslo,Kirkeveien,59.93231,10.72455,PM2.5,Norway,µg/m³,8.588311,2024-03-21T03:30:00+05:30,Norway
Stavanger,Våland,58.96165,5.7314,NO2,Norway,µg/m³,21.432085,2024-03-21T03:30:00+05:30,Norway
Oslo,Manglerud,59.89864,10.8149,NO2,Norway,µg/m³,25.135917,2024-03-21T03:30:00+05:30,Norway
Grenland,Sverresgate,59.13816,9.6522,NO2,Norway,µg/m³,9.832886,2024-03-21T03:30:00+05:30,Norway
Mo i Rana,Moheia Vest,66.312191,14.149923,PM2.5,Norway,µg/m³,4.713714,2024-03-21T03:30:00+05:30,Norway
Oslo,Kirkeveien,59.93231,10.72455,NO2,Norway,µg/m³,26.105986,2024-03-21T03:30:00+05:30,Norway
Tromsø,Hansjordnesbukta,69.65625,18.96372,PM2.5,Norway,µg/m³,5.966667,2024-03-21T03:30:00+05:30,Norway
Moss,Kransen,59.433471,10.66176236,PM2.5,Norway,µg/m³,15.770139,2024-03-21T03:30:00+05:30,Norway
Trondheim,Torvet,63.43037999999999,10.39355,NO2,Norway,µg/m³,4.7,2024-03-19T15:30:00+05:30,Norway
Trondheim,Torvet,63.43037999999999,10.39355,PM2.5,Norway,µg/m³,7.3,2024-03-19T15:30:00+05:30,Norway
Trondheim,E6-Tiller,63.35761,10.37174,PM2.5,Norway,µg/m³,9.297542,2024-03-07T14:30:00+05:30,Norway
Oslo,Smestad,59.9325, 10.669869999999998,NO2,Norway,µg/m³,14.524559,2024-03-06T16:30:00+05:30,Norway
Lillestrøm,Vigernes,59.955477,11.073983,NO2,Norway,µg/m³,24.058962,2024-03-01T17:30:00+05:30,Norway
Lillestrøm,Vigernes,59.955477,11.073983,PM2.5,Norway,µg/m³,6.985744,2024-02-29T14:30:00+05:30,Norway
Bærum,E18 Høvik kirke,59.89882251,10.57586119,NO2,Norway,µg/m³,27.304664,2024-02-26T15:30:00+05:30,Norway
Bærum,E18 Høvik kirke,59.89882251,10.57586119,PM2.5,Norway,µg/m³,2.7,2024-02-26T14:30:00+05:30,Norway
Oslo,Oslo Rådhus,59.912185,10.733669,NO2,Norway,µg/m³,-18.7,2024-02-14T14:30:00+05:30,Norway
Lillestrøm,Vollaparken øst,59.958312,11.042884,NO2,Norway,µg/m³,17.3,2024-02-05T19:30:00+05:30,Norway
Lillestrøm,Vollaparken øst,59.958312,11.042884,PM2.5,Norway,µg/m³,3.7,2024-02-05T19:30:00+05:30,Norway
Trondheim,Åsveien skole,63.415358,10.368372,PM2.5,Norway,µg/m³,3.186649,2023-12-22T17:30:00+05:30,Norway
Bergen,Klosterhaugen,60.395929,5.312674,O3,Norway,µg/m³,32.977222,2023-12-12T14:30:00+05:30,Norway
Fredrikstad,Nygaardsgata,59.210191,10.940097,PM2.5,Norway,µg/m³,10.673,2023-11-20T14:30:00+05:30,Norway
Ålesund,Karl Eriksens plass,62.470622,6.153501,NO2,Norway,µg/m³,125.236445,2023-10-31T12:30:00+05:30,Norway
Oslo,Loallmenningen,59.903095, 10.758407999999998,PM2.5,Norway,µg/m³,5.197781,2023-08-03T12:30:00+05:30,Norway
Oslo,Loallmenningen,59.903095, 10.758407999999998,NO2,Norway,µg/m³,7.896834,2023-07-17T11:30:00+05:30,Norway
Oslo,Bryn skole,59.91416,10.82472,PM2.5,Norway,µg/m³,30.357546,2023-01-03T17:30:00+05:30,Norway
Oslo,Bryn skole,59.91416,10.82472,NO2,Norway,µg/m³,73.90228,2023-01-03T17:30:00+05:30,Norway
AGUASCALIENTES,SUR,21.84525,-102.291222,O3,AirNow,µg/m³,52.92,2024-03-08T13:30:00+05:30,Mexico
SONORA,Nogales ITN,31.291294000000004,-110.951508,PM2.5,AirNow,µg/m³,3.3,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n San Juanico,20.537683,-100.83994,O3,AirNow,µg/m³,13.72,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n San Miguel,20.914813,-100.743844,PM2.5,AirNow,µg/m³,12.6,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Facultad de,21.133894,-101.68025,O3,AirNow,µg/m³,58.8,2024-03-08T13:30:00+05:30,Mexico
Laredo,Laredo C44,27.517403,-99.515244,O3,AirNow,µg/m³,45.08,2024-03-08T13:30:00+05:30,Mexico
Xonacatlán,Xonacatlán,19.39942222,-99.53005556,NO2,Sinaica Mexico,µg/m³,58.28,2024-03-08T13:30:00+05:30,Mexico
AGUASCALIENTES,SUR,21.84525,-102.291222,PM2.5,AirNow,µg/m³,1.3,2024-03-08T13:30:00+05:30,Mexico
AGUASCALIENTES,NTE,21.919917,-102.276083,NO2,AirNow,µg/m³,30.644,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Hospital Ge,20.9479,-101.4258,O3,AirNow,µg/m³,41.16,2024-03-08T13:30:00+05:30,Mexico
Xonacatlán,Xonacatlán,19.39942222,-99.53005556,O3,Sinaica Mexico,µg/m³,11.76,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Pur�sima de,21.034389,-101.866583,O3,AirNow,µg/m³,52.92,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Bomberos,20.67495,-101.35595,O3,AirNow,µg/m³,33.32,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Te�dula,20.657939,-101.34915,PM2.5,AirNow,µg/m³,11,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Cruz Roja,20.578558,-101.19886,O3,AirNow,µg/m³,37.24,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Hospital Ge,20.9479,-101.4258,PM2.5,AirNow,µg/m³,21.9,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n T21,21.108683,-101.68863,O3,AirNow,µg/m³,39.2,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Te�dula,20.657939,-101.34915,O3,AirNow,µg/m³,31.36,2024-03-08T13:30:00+05:30,Mexico
Xonacatlán,Xonacatlán,19.39942222,-99.53005556,PM2.5,Sinaica Mexico,µg/m³,33,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n DIF,20.558153,-101.20485,O3,AirNow,µg/m³,54.88,2024-03-08T13:30:00+05:30,Mexico
AGUASCALIENTES,SUR,21.84525,-102.291222,NO2,AirNow,µg/m³,21.056,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Facultad de,21.133894,-101.68025,PM2.5,AirNow,µg/m³,30.1,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n San Juanico,20.537683,-100.83994,PM2.5,AirNow,µg/m³,28.3,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Bomberos,20.67495,-101.35595,PM2.5,AirNow,µg/m³,18.6,2024-03-08T13:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Secundaria,20.6924,-101.36487,O3,AirNow,µg/m³,29.4,2024-03-08T13:30:00+05:30,Mexico
Celaya,San Juanico,20.537499999999998,-100.8397222,NO2,Sinaica Mexico,µg/m³,45.7404,2024-03-08T12:30:00+05:30,Mexico
Celaya,San Juanico,20.537499999999998,-100.8397222,PM2.5,Sinaica Mexico,µg/m³,26.88,2024-03-08T12:30:00+05:30,Mexico
Celaya,San Juanico,20.537499999999998,-100.8397222,O3,Sinaica Mexico,µg/m³,17.934,2024-03-08T12:30:00+05:30,Mexico
SONORA,San Luis Rio Colorad,32.466703,-114.768761,O3,AirNow,µg/m³,49,2024-03-08T11:30:00+05:30,Mexico
GUANAJUATO,Estaci�n CICEG,21.101789,-101.6347,PM2.5,AirNow,µg/m³,11.3,2024-03-08T11:30:00+05:30,Mexico
GUANAJUATO,Estaci�n CICEG,21.101789,-101.6347,O3,AirNow,µg/m³,5.88,2024-03-08T11:30:00+05:30,Mexico
SONORA,Nogales ITN,31.291294000000004,-110.951508,O3,AirNow,µg/m³,58.8,2024-03-08T11:30:00+05:30,Mexico
GUANAJUATO,Estaci�n San Luis de,21.298874,-100.51557,PM2.5,AirNow,µg/m³,12.9,2024-03-08T11:30:00+05:30,Mexico
GUANAJUATO,Estaci�n DIF,20.558153,-101.20485,PM2.5,AirNow,µg/m³,108.7,2024-03-08T11:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Abasolo,20.450916,-101.528686,PM2.5,AirNow,µg/m³,7.1,2024-03-08T11:30:00+05:30,Mexico
Zaragoza,Centro de Rehabilitación DIF,28.70766667,-100.5265,PM2.5,Sinaica Mexico,µg/m³,10.539,2024-03-08T10:30:00+05:30,Mexico
Zaragoza,Centro de Rehabilitación DIF,28.70766667,-100.5265,O3,Sinaica Mexico,µg/m³,7.66E-02,2024-03-08T10:30:00+05:30,Mexico
Juárez,Advance,31.68972222,-106.4597222,O3,Sinaica Mexico,µg/m³,71.8367,2024-03-08T10:30:00+05:30,Mexico
Juárez,Canales Lira,31.73555556,-106.5036111,O3,Sinaica Mexico,µg/m³,55.4897,2024-03-08T09:30:00+05:30,Mexico
AGUASCALIENTES,NTE,21.919917,-102.276083,O3,AirNow,µg/m³,158.76,2024-03-08T08:30:00+05:30,Mexico
Tijuana,La Mesa,32.4975,-116.9769444,NO2,Sinaica Mexico,µg/m³,7.8363,2024-03-08T08:30:00+05:30,Mexico
San Luis de la Paz,Presidencia Municipal,21.29586111,-100.5233056,PM2.5,Sinaica Mexico,µg/m³,15.79661,2024-03-08T04:30:00+05:30,Mexico
Celaya,Policía,20.5175,-100.8155556,NO2,Sinaica Mexico,µg/m³,17.4088,2024-03-08T03:30:00+05:30,Mexico
Celaya,Policía,20.5175,-100.8155556,PM2.5,Sinaica Mexico,µg/m³,10.66,2024-03-08T03:30:00+05:30,Mexico
Celaya,Policía,20.5175,-100.8155556,O3,Sinaica Mexico,µg/m³,115.738,2024-03-08T03:30:00+05:30,Mexico
Huichapan,Hospital,20.37511111,-99.65444444,O3,Sinaica Mexico,µg/m³,97.558,2024-03-08T02:30:00+05:30,Mexico
Huichapan,Hospital,20.37511111,-99.65444444,NO2,Sinaica Mexico,µg/m³,0.5118,2024-03-08T02:30:00+05:30,Mexico
San Juan del Río,San Juan del Río,20.38888889,-99.97214722,NO2,Sinaica Mexico,µg/m³,20.4356,2024-03-08T01:30:00+05:30,Mexico
San Juan del Río,San Juan del Río,20.38888889,-99.97214722,O3,Sinaica Mexico,µg/m³,138.8464,2024-03-08T01:30:00+05:30,Mexico
San Juan del Río,San Juan del Río,20.38888889,-99.97214722,PM2.5,Sinaica Mexico,µg/m³,17.58,2024-03-08T00:30:00+05:30,Mexico
Pachuca de Soto,Museo del Rehilete,20.07722222,-98.77797222,O3,Sinaica Mexico,µg/m³,162.9152,2024-03-08T00:30:00+05:30,Mexico
Ocuituco,Palacio Municipal,18.8775,-98.77555556,NO2,Sinaica Mexico,µg/m³,3.07,2024-03-08T00:30:00+05:30,Mexico
Toluca,Toluca Centro,19.27808333,-99.65641667,NO2,Sinaica Mexico,µg/m³,22.56,2024-03-07T23:30:00+05:30,Mexico
Guanajuato,Universidad Gto Sede Belen,21.01758333,-101.2573611,PM2.5,Sinaica Mexico,µg/m³,25.322034,2024-03-07T22:30:00+05:30,Mexico
Ocuituco,Palacio Municipal,18.8775,-98.77555556,PM2.5,Sinaica Mexico,µg/m³,10,2024-03-07T22:30:00+05:30,Mexico
Celaya,Tecnológico,20.54527778,-100.8069444,NO2,Sinaica Mexico,µg/m³,14.4572,2024-03-07T20:30:00+05:30,Mexico
Salamanca,DIF,20.55805556,-101.2047222,NO2,Sinaica Mexico,µg/m³,11.74,2024-03-07T15:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Cruz Roja,20.578558,-101.19886,PM2.5,AirNow,µg/m³,16.107,2024-03-07T15:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Cruz Roja,20.578558,-101.19886,NO2,AirNow,µg/m³,17.088,2024-03-07T15:30:00+05:30,Mexico
Salamanca,DIF,20.55805556,-101.2047222,PM2.5,Sinaica Mexico,µg/m³,113.564111,2024-03-07T15:30:00+05:30,Mexico
Salamanca,DIF,20.55805556,-101.2047222,O3,Sinaica Mexico,µg/m³,49.805,2024-03-07T15:30:00+05:30,Mexico
Ramos Arizpe,Servicios Municipales,25.539218,-100.9476838,PM2.5,Sinaica Mexico,µg/m³,370.24,2024-03-07T14:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Seguridad P,20.518317,-100.81591,O3,AirNow,µg/m³,47.04,2024-03-07T14:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Seguridad P,20.518317,-100.81591,PM2.5,AirNow,µg/m³,25.9,2024-03-07T14:30:00+05:30,Mexico
Saltillo,Finanzas,25.421472222222004,-100.9968611,NO2,Sinaica Mexico,µg/m³,40.386,2024-03-07T14:30:00+05:30,Mexico
Saltillo,Finanzas,25.421472222222004,-100.9968611,PM2.5,Sinaica Mexico,µg/m³,19.782,2024-03-07T14:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Nativitas,20.565228,-101.18824,O3,AirNow,µg/m³,43.12,2024-03-07T14:30:00+05:30,Mexico
Saltillo,Finanzas,25.421472222222004,-100.9968611,O3,Sinaica Mexico,µg/m³,64.13904,2024-03-07T14:30:00+05:30,Mexico
GUANAJUATO,Estaci�n Guanajuato,21.017676,-101.257517,PM2.5,AirNow,µg/m³,27.6,2024-03-07T14:30:00+05:30,Mexico
Monclova,Jurisdicción Sanitaria,26.908194444443996,-101.427,NO2,Sinaica Mexico,µg/m³,0.0124,2024-03-07T14:30:00+05:30,Mexico
Monclova,Jurisdicción Sanitaria,26.908194444443996,-101.427,O3,Sinaica Mexico,µg/m³,18.067476,2024-03-07T14:30:00+05:30,Mexico
Puebla,Universidad Tecnológica de Puebla,19.071888888888996,-98.15172222,PM2.5,Sinaica Mexico,µg/m³,20.458125,2024-03-07T04:30:00+05:30,Mexico
Puebla,Universidad Tecnológica de Puebla,19.071888888888996,-98.15172222,NO2,Sinaica Mexico,µg/m³,59.88,2024-03-07T04:30:00+05:30,Mexico
Calimaya,Calimaya,19.19269444,-99.58616667,O3,Sinaica Mexico,µg/m³,131.32,2024-03-07T03:30:00+05:30,Mexico
Calimaya,Calimaya,19.19269444,-99.58616667,PM2.5,Sinaica Mexico,µg/m³,43,2024-03-07T03:30:00+05:30,Mexico
Calimaya,Calimaya,19.19269444,-99.58616667,NO2,Sinaica Mexico,µg/m³,16.92,2024-03-07T03:30:00+05:30,Mexico
Tizayuca,Biblioteca,19.84058333,-98.98133333,O3,Sinaica Mexico,µg/m³,159.94,2024-03-07T00:30:00+05:30,Mexico
Tizayuca,Biblioteca,19.84058333,-98.98133333,NO2,Sinaica Mexico,µg/m³,21.828,2024-03-07T00:30:00+05:30,Mexico
Atitalaquia,Centro de Salud,20.06,-99.22194444,NO2,Sinaica Mexico,µg/m³,53.727,2024-03-06T20:30:00+05:30,Mexico
Querétaro,Félix Osores,20.63681944,-100.4638833,NO2,Sinaica Mexico,µg/m³,48.1468,2024-03-06T20:30:00+05:30,Mexico
Atitalaquia,Centro de Salud,20.06,-99.22194444,PM2.5,Sinaica Mexico,µg/m³,31.47283333,2024-03-06T20:30:00+05:30,Mexico
Atitalaquia,Centro de Salud,20.06,-99.22194444,O3,Sinaica Mexico,µg/m³,24.7798,2024-03-06T20:30:00+05:30,Mexico
Querétaro,Félix Osores,20.63681944,-100.4638833,O3,Sinaica Mexico,µg/m³,39.1412,2024-03-06T20:30:00+05:30,Mexico
Chihuahua,Centro,28.65222778,-106.0853583,PM2.5,Sinaica Mexico,µg/m³,10.7,2024-03-06T17:30:00+05:30,Mexico
Chihuahua,Centro,28.65222778,-106.0853583,O3,Sinaica Mexico,µg/m³,41.16,2024-03-06T17:30:00+05:30,Mexico
Chihuahua,Centro,28.65222778,-106.0853583,NO2,Sinaica Mexico,µg/m³,82.72,2024-03-06T17:30:00+05:30,Mexico
Querétaro,Epigmenio González,20.62753889,-100.4086222,NO2,Sinaica Mexico,µg/m³,86.4424,2024-03-06T14:30:00+05:30,Mexico
Querétaro,Josefa Vergara,20.56586389,-100.3891861,NO2,Sinaica Mexico,µg/m³,81.5732,2024-03-06T14:30:00+05:30,Mexico
Querétaro,Epigmenio González,20.62753889,-100.4086222,O3,Sinaica Mexico,µg/m³,1.078,2024-03-06T14:30:00+05:30,Mexico
Querétaro,Josefa Vergara,20.56586389,-100.3891861,O3,Sinaica Mexico,µg/m³,3.8416,2024-03-06T14:30:00+05:30,Mexico
Querétaro,Epigmenio González,20.62753889,-100.4086222,PM2.5,Sinaica Mexico,µg/m³,31.56,2024-03-06T14:30:00+05:30,Mexico
Atotonilco de Tula,Primaria Revolución,20.00666667,-99.21888889,NO2,Sinaica Mexico,µg/m³,44.013,2024-03-06T11:30:00+05:30,Mexico
Atotonilco de Tula,Primaria Revolución,20.00666667,-99.21888889,O3,Sinaica Mexico,µg/m³,36.6749,2024-03-06T11:30:00+05:30,Mexico
Ocuituco,Palacio Municipal,18.8775,-98.77555556,O3,Sinaica Mexico,µg/m³,44.4668,2024-03-05T23:30:00+05:30,Mexico
Durango,SRNyMA,24.026777777777998,-104.692975,O3,Sinaica Mexico,µg/m³,35.7014,2024-03-04T10:30:00+05:30,Mexico
Durango,SRNyMA,24.026777777777998,-104.692975,PM2.5,Sinaica Mexico,µg/m³,28.948,2024-03-04T10:30:00+05:30,Mexico
San Luis Potosí,DIF,22.13175,-100.9769167,NO2,Sinaica Mexico,µg/m³,18.3747,2024-03-04T10:30:00+05:30,Mexico
San Luis Potosí,Biblioteca,22.17422222,-100.9930833,NO2,Sinaica Mexico,µg/m³,28.02328,2024-03-04T10:30:00+05:30,Mexico
Durango,SRNyMA,24.026777777777998,-104.692975,NO2,Sinaica Mexico,µg/m³,4.39262,2024-03-04T10:30:00+05:30,Mexico
San Luis Potosí,Biblioteca,22.17422222,-100.9930833,O3,Sinaica Mexico,µg/m³,10.520496,2024-03-04T10:30:00+05:30,Mexico
San Luis Potosí,DIF,22.13175,-100.9769167,O3,Sinaica Mexico,µg/m³,75.1366,2024-03-04T10:30:00+05:30,Mexico
Xalapa,Secretaría de Trabajo y Previsión Social y de Productividad del Estado,19.89173611,-97.55830278,O3,Sinaica Mexico,µg/m³,27.9428,2024-03-04T01:30:00+05:30,Mexico
Aguascalientes,Instituto Educativo,21.903277777778005,-102.2761111,O3,Sinaica Mexico,µg/m³,132.87232,2024-03-03T19:30:00+05:30,Mexico
Aguascalientes,Instituto Educativo,21.903277777778005,-102.2761111,PM2.5,Sinaica Mexico,µg/m³,3.3399,2024-03-03T19:30:00+05:30,Mexico
Aguascalientes,Instituto Educativo,21.903277777778005,-102.2761111,NO2,Sinaica Mexico,µg/m³,46.67664,2024-03-03T19:30:00+05:30,Mexico
Silao de la Victoria,Hospital General,20.947777777777997,-101.4258333,O3,Sinaica Mexico,µg/m³,51.3462827,2024-03-03T09:30:00+05:30,Mexico
Silao de la Victoria,Hospital General,20.947777777777997,-101.4258333,PM2.5,Sinaica Mexico,µg/m³,20.544167,2024-03-03T09:30:00+05:30,Mexico
Zapopan,Vallarta,20.68019306,-103.3985514,PM2.5,Sinaica Mexico,µg/m³,26.276,2024-03-03T07:30:00+05:30,Mexico
Toluca,Toluca Centro,19.27808333,-99.65641667,O3,Sinaica Mexico,µg/m³,39.2,2024-03-03T07:30:00+05:30,Mexico
